business_id	name	address	city	state	postal_code	latitude	longitude	stars	review_count	Access.dogs	Access.wheelchair	Ambience.casual	Ambience.classy	Ambience.divey	Ambience.hipster	Ambience.intimate	Ambience.romantic	Ambience.touristy	Ambience.trendy	Ambience.upscale	Equip.OutdoorSeating	Equip.TV	Equip.WiFi	Good4Meal.breakfast	Good4Meal.brunch	Good4Meal.dessert	Good4Meal.dinner	Good4Meal.latenight	Good4Meal.lunch	Parking.Bike	Parking.car	Pay.CreditCards	Pay.DriveThru	Pay.PriceRange	Service.alcohol	Service.caters	Service.delivery	Service.reservations	Service.takeout	Style.Attire	Style.GoodForGroups	Style.GoodForKids	Style.NoiseLevel	CAT.Dessert	CAT.Drink	CAT.Food.Cheesesteaks	CAT.Food.HotDogs	CAT.Food.Poke	CAT.Food.Buffets	CAT.Food.Ramen	CAT.Food.ChickenWings	CAT.Food.Pizza	CAT.Food.Kebab	CAT.Food.Tacos	CAT.Food.Salad	CAT.Food.Soup	CAT.Food.Noodles	CAT.Food.FastFood	CAT.Food.Sandwiches	CAT.Food.Burgers	CAT.Food.Barbeque	CAT.Food.Seafood	CAT.Food.Steakhouses	CAT.Food.Tapas	CAT.Food.Sushi	CAT.Alcohol.Wine	CAT.Alcohol.Beer	CAT.Cuisine.EU.Mediterranean	CAT.Cuisine.EU.Belgian	CAT.Cuisine.EU.French	CAT.Cuisine.EU.German	CAT.Cuisine.EU.Spanish	CAT.Cuisine.EU.ModernEU	CAT.Cuisine.AS.Mideastern	CAT.Cuisine.AF.African	CAT.Cuisine.AM.Caribbean	CAT.Cuisine.AM.Hawaiian	CAT.Cuisine.AM.Southern	CAT.Cuisine.AM.American(Traditional)	CAT.Cuisine.AM.Canadian(New)	CAT.Cuisine.AM.American(New)	CAT.Cuisine.AS.Chinese	CAT.Cuisine.AS.Asian	CAT.Cuisine.AS.Indian	CAT.Cuisine.AS.Vietnamese	CAT.Cuisine.AS.Japanese	CAT.Cuisine.AS.Korean	CAT.Cuisine.AS.Thai	CAT.Special.Gluten-Free	CAT.Special.Halal	CAT.Special.Vegan	CAT.Special.Vegetarian	HOURS.Monday.Breakfast	HOURS.Monday.Lunch	HOURS.Monday.Afternoon	HOURS.Monday.Dinner	HOURS.Tuesday.Breakfast	HOURS.Tuesday.Lunch	HOURS.Tuesday.Afternoon	HOURS.Tuesday.Dinner	HOURS.Wednesday.Breakfast	HOURS.Wednesday.Lunch	HOURS.Wednesday.Afternoon	HOURS.Wednesday.Dinner	HOURS.Thursday.Breakfast	HOURS.Thursday.Lunch	HOURS.Thursday.Afternoon	HOURS.Thursday.Dinner	HOURS.Friday.Breakfast	HOURS.Friday.Lunch	HOURS.Friday.Afternoon	HOURS.Friday.Dinner	HOURS.Saturday.Breakfast	HOURS.Saturday.Lunch	HOURS.Saturday.Afternoon	HOURS.Saturday.Dinner	HOURS.Sunday.Breakfast	HOURS.Sunday.Lunch	HOURS.Sunday.Afternoon	HOURS.Sunday.Dinner
BqnxN4hHahZ-zZGXDDGLsg	BLT Steak, Scottsdale	5402 E Lincoln Dr	Scottsdale	AZ	85253	33.534083783	-111.9649336254	4.0	195	None	None	False	True	False	False	False	False	False	False	False	True	True	free	False	False	False	True	False	False	True	True	True	None	4	full_bar	True	False	True	True	dressy	True	False	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
d_q4avZYM1sOlQP7noJKVg	El Güero Canelo	5131 W McDowell Rd	Phoenix	AZ	85035	33.4656271	-112.1703599	3.5	198	None	None	True	False	False	False	False	False	False	False	False	False	True	no	False	False	False	True	True	True	True	True	True	None	2	none	True	True	False	True	casual	True	True	average	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	3.0	3.0	3.0	0.0	4.0	2.0	0.0
7xA6iSP0Ndn08tpBFQtUKA	Aroma Fine Indian Cuisine	287 King St W	Toronto	ON	M5V 1J5	43.6463771	-79.3898677	3.5	201	None	None	False	True	None	False	False	False	False	False	False	False	True	no	False	None	False	True	False	True	True	True	None	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	0.0	2.5	3.0	5.5	0.0	2.5	3.0	5.5	0.0	2.5	3.0	5.5	0.0	2.5	3.0	5.5	0.0	2.5	3.0	6.0	0.0	2.0	3.0	6.0	0.0	2.0	3.0	6.0
2JU7FRlnYgdRauYyFzHSLA	Hamburger Hut 'N' Market	2512 E Cheyenne Ave	North Las Vegas	NV	89030	36.2181297	-115.1161207	4.0	199	False	None	None	False	None	False	False	False	False	False	False	False	False	no	False	False	False	True	False	True	False	True	True	False	1	beer_and_wine	False	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02giJIMo2sfua2wHfCbG-A	Tea Space	7425 S Eastern Ave, Ste 102	Las Vegas	NV	89123	36.05572	-115.1186456	4.5	204	False	True	None	None	None	None	None	None	None	None	None	True	None	free	None	None	None	None	None	None	False	True	True	None	1	None	True	None	None	True	None	None	True	quiet	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0
rJgyGHHKbl2n5IoYsboZUw	Ramen Arashi	4555 S Fort Aache Rd, Ste 110	Las Vegas	NV	89147	36.106207	-115.2979694679	4.5	201	False	True	False	True	False	False	False	False	False	False	False	False	False	free	None	None	None	True	None	True	True	False	True	None	1	beer_and_wine	False	True	False	True	casual	True	True	average	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0
YUE5S4ReiM4dq9qkKbDMwg	Joe's Crab Shack	1991 N Rainbow Blvd	Las Vegas	NV	89108	36.1952740767	-115.2426230907	3.5	200	None	None	True	False	False	False	False	False	False	False	False	True	True	no	None	None	None	None	None	None	True	True	True	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0
zPEYgVqJ2QNKi45FJi2jvg	The Pub	3720 S Las Vegas Blvd	Las Vegas	NV	89158	36.108403	-115.17528	3.5	204	False	True	True	False	False	False	False	False	False	False	False	True	True	no	False	False	False	True	False	True	True	False	True	None	2	full_bar	False	False	True	True	casual	True	True	None	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	4.5	0.0	0.0	0.0	4.5	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0
CeqWpwHBoaxwRcv5btnv6g	Custom Built Pizza	4165 S Grand Canyon Dr, Ste 105	Las Vegas	NV	89147	36.114442	-115.308663	4.5	195	None	None	True	False	False	False	False	False	False	False	False	False	True	free	None	None	None	None	None	None	True	True	True	None	1	beer_and_wine	False	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LpVNpw2-Bn9iHVON33auKw	Tacos N More 2	4622 S Higley Rd, Ste 101	Gilbert	AZ	85297	33.2649384	-111.7206896	3.5	199	None	True	True	False	False	False	False	False	None	False	False	True	True	no	True	True	False	True	False	True	True	False	True	None	1	beer_and_wine	True	True	False	True	casual	True	True	average	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0
0youcKV6-eE3F2MQj1l6Fw	100th Bomb Group	20920 Brookpark Rd	Cleveland	OH	44135	41.4196781	-81.8475868	3.0	203	None	True	False	True	False	False	False	False	False	False	False	True	True	free	False	True	False	True	False	False	True	True	True	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.5	4.0	0.0	0.0	0.5	4.0	0.0	0.0	0.5	4.0	0.0	0.0	0.5	6.0	0.0	0.0	0.5	6.0	0.0	0.0	1.0	3.5
Xfod0UWr_9B-TOM6qxVIwQ	Asian Island	14870 N Northsight Blvd, Ste 103	Scottsdale	AZ	85260	33.6216054	-111.8990655	3.5	195	None	None	True	False	False	False	False	False	False	False	False	True	True	free	False	False	False	True	False	True	True	True	True	None	1	none	True	True	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	2.0	3.0	4.0	0.0	2.0	3.0	4.0
ibkwcLZwaJ1pnPJVaI_-uA	Swaddee Thai Cuisine	5055 W Ray Rd, Ste B8	Chandler	AZ	85226	33.3193026	-111.9288807	4.0	204	None	None	True	False	False	False	False	False	False	False	False	False	True	free	False	False	False	True	False	True	True	True	True	None	2	beer_and_wine	True	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.5	0.0	2.5	3.0	4.5	0.0	2.5	3.0	4.5
IEVrILZ7bkuJMYKsbAfWaQ	Sushi San	1440 W Warner Rd, Ste 125A	Gilbert	AZ	85233	33.3363744	-111.8223561	4.0	200	None	None	True	False	False	False	None	False	False	False	False	False	True	free	False	False	False	True	False	True	True	True	True	None	2	full_bar	False	True	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	1.0	5.0	0.0	0.0	0.5	5.0	0.0	0.0	0.5	5.0	0.0	0.0	0.5	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0
CqsJjzullOVp29m0l__k5Q	Thai Long-An	4447 N 7th Ave	Phoenix	AZ	85013	33.5019465832	-112.0821349695	4.5	198	False	None	True	False	False	False	False	False	False	False	False	False	True	free	False	False	False	True	False	True	True	False	True	None	2	beer_and_wine	False	True	False	True	casual	True	True	quiet	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	2.5	3.0	4.0
nDn2h-_c7Xk4UwM0aiXZlw	Mezes	456 Danforth Avenue	Toronto	ON	M4K 1P4	43.678004	-79.3502135	4.0	198	None	None	True	False	None	False	False	False	False	None	False	True	True	no	False	False	False	True	False	None	True	True	True	None	2	full_bar	True	False	True	True	casual	True	True	loud	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	6.0
wRPPrmpvYowLHXmftrT5YA	Trader Joe's	2315 Summa Dr, Ste 100	Las Vegas	NV	89135	36.146233	-115.33545	4.0	196	False	None	None	None	None	None	None	None	None	None	None	None	None	None	False	False	False	False	False	False	True	True	True	None	2	none	False	False	None	False	None	None	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	2.0	4.0	3.0	1.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	0.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0
DIUK7_PjGCOMcpS2fBiALg	Avenue Club and the Bubble Up Bar	1128 E Washington Ave	Madison	WI	53703	43.0855391	-89.3694044	3.5	197	False	True	True	True	False	False	False	False	False	True	False	False	True	free	False	True	False	True	False	True	True	True	True	None	2	full_bar	True	True	True	True	casual	True	False	average	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	1.0	4.0	3.0	5.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	6.0	1.0	4.0	3.0	9.0	1.0	4.0	3.0	4.0
_cs_J4j8XXyBgihJs83qUg	Church's Chicken	7925 S Rainbow Blvd	Las Vegas	NV	89139	36.044787	-115.2440255	1.5	196	None	None	True	False	False	False	False	False	False	False	False	False	False	no	False	False	False	False	False	True	True	True	True	None	1	none	False	True	False	True	casual	True	True	average	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	0.0	3.5	3.0	5.0	0.0	3.5	3.0	5.0	0.0	3.5	3.0	5.0	0.0	3.5	3.0	5.0	0.0	3.5	3.0	5.0	0.0	3.5	3.0	5.0	0.0	3.5	3.0	5.0
wSAGILK2CFbq5BVZ5D67-A	Adega	2017 E 9th St	Cleveland	OH	44115	41.499615	-81.685922	4.0	201	False	True	False	True	False	False	False	False	False	True	True	True	False	free	False	False	False	True	False	False	False	True	True	None	3	full_bar	False	False	True	True	dressy	True	False	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3.5	4.0	3.0	5.0	3.5	4.0	3.0	5.0	3.5	4.0	3.0	5.0	3.5	4.0	3.0	5.0	3.5	4.0	3.0	6.0	3.0	4.0	3.0	6.0	3.0	4.0	3.0	5.0
